state,price,sqft
Illinois,$67599,834
California,$93221,3287
California,$27417,938
Montana,$6384,3593
Montana,$83818,2989
Florida,$11456,3973
Illinois,$52406,2178
California,$91583,2830
Montana,$90453,2887
California,$65116,1299
Montana,$20038,2269
Florida,$33249,1513
Illinois,$61271,3710
Illinois,$51728,2595
Florida,$29845,895
Illinois,$28270,2489
Florida,$31413,2620
Florida,$44284,2718
Illinois,$11619,1295
Florida,$5323,1906
California,$37462,1729
Montana,$83712,3214
Florida,$27821,936
Illinois,$56809,1717
Illinois,$38984,1318
Florida,$49807,2084
Montana,$45739,1582
Montana,$32721,1183
California,$84484,1545
Montana,$48345,2916
Illinois,$29804,1551
California,$89006,1934
Florida,$55328,2548
Florida,$83202,1493
Illinois,$32916,2296
California,$93504,2105
Illinois,$67004,820
Florida,$45663,2589
California,$16004,3729
Illinois,$60057,870
Montana,$18460,1117
California,$37721,3154
Montana,$12414,3745
California,$93850,2289
Illinois,$22536,2883
Florida,$76401,2419
Florida,$50636,1400
Illinois,$20043,1478
Illinois,$27878,3982
Montana,$16707,1327
Illinois,$22642,2092
Montana,$91752,3763
Illinois,$65718,3366
California,$91803,1568
Montana,$16500,1887
Montana,$71881,2577
Florida,$67179,2312
Montana,$89887,1215
Florida,$23452,2596
Florida,$51269,842
Florida,$49998,1247
Florida,$26034,1233
Florida,$12943,951
Montana,$9220,3085
California,$13229,3407
Illinois,$65994,3997
Florida,$45031,1130
Illinois,$59078,1238
Illinois,$72114,2033
Florida,$13850,1542
Illinois,$82354,2741
Illinois,$11304,3109
California,$18852,1268
Florida,$89782,3019
Florida,$41087,2480
Illinois,$78468,2257
California,$87190,1028
Illinois,$72063,3384
Montana,$86180,3596
Florida,$71240,1029
Illinois,$33014,2840
California,$64521,1998
Florida,$67022,3067
Florida,$21208,3295
Florida,$27847,2062
California,$1215,839
Florida,$44130,2026
California,$57965,2041
Montana,$29333,1889
Montana,$65375,885
Illinois,$50719,3511
Montana,$6730,2729
California,$13419,776
Florida,$58103,1695
Montana,$94945,2312
Illinois,$96987,1346
Illinois,$11327,3190
Illinois,$93985,2286
Florida,$67929,3027
Florida,$51067,1697
Florida,$10332,2890
Florida,$85344,1861
Montana,$4347,3089
Montana,$43963,3162
Florida,$9977,967
Florida,$31953,1669
California,$48769,1217
Florida,$96772,2714
Montana,$88345,3054
Illinois,$71881,1664
Montana,$14454,1982
Illinois,$57456,3129
Illinois,$93083,3539
Montana,$32211,2799
California,$5486,816
California,$72295,3823
Illinois,$70013,3207
Montana,$14059,3158
California,$5758,3568
Montana,$19627,3073
Montana,$20997,3674
Montana,$91954,1690
Florida,$43723,3463
California,$85380,2601
Illinois,$4000,3553
California,$63922,1269
California,$30198,1405
Illinois,$9604,1758
California,$46887,2636
Montana,$22657,1580
Illinois,$18041,1656
California,$94431,1961
Florida,$87491,3628
Florida,$89237,3299
Montana,$75665,1566
Florida,$47876,1110
Florida,$81693,2668
Montana,$25838,1979
Montana,$15608,3345
Illinois,$75240,3043
Montana,$57729,3431
Florida,$10058,762
Florida,$53934,2252
Florida,$30759,1870
California,$97394,3167
Illinois,$2100,2071
California,$45852,3667
Montana,$79244,2321
California,$64648,3184
Florida,$52992,2158
Montana,$18564,2028
Florida,$66105,3387
Florida,$67637,897
Montana,$36998,2803
Florida,$12915,2159
California,$61582,773
California,$30343,3360
Montana,$91344,2633
Montana,$55550,937
Illinois,$85503,3815
Illinois,$83841,3338
Florida,$18883,1359
Illinois,$95873,2716
Montana,$51422,2692
California,$59073,1637
Illinois,$8598,2553
Illinois,$21218,1652
Illinois,$89183,1094
Montana,$50417,2462
Florida,$23780,990
Montana,$12421,930
Florida,$54672,1999
Illinois,$72082,762
California,$35514,2558
Montana,$67251,3595
Florida,$66280,2045
Florida,$81792,868
Montana,$15009,1927
California,$43755,758
California,$58383,2945
Montana,$3464,3415
California,$39636,1349
Florida,$70016,885
Illinois,$8125,1420
California,$83836,1196
Illinois,$71074,1691
Montana,$4968,3074
California,$6256,2870
Illinois,$98491,1848
California,$53585,1254
California,$73254,1821
Illinois,$18405,3961
Montana,$34773,2946
Illinois,$51347,2357
Montana,$75566,1320
Florida,$81869,2701
Florida,$45482,3336
California,$33305,1114
Montana,$80891,2177
Illinois,$15446,2713
Florida,$15398,2131
Illinois,$2962,3742
Florida,$11942,2538
California,$43843,822
Illinois,$34653,3860
California,$73338,3148
Florida,$38493,1214
Illinois,$70168,3635
Illinois,$99681,3633
California,$49262,2512
California,$26299,2880
Florida,$84813,2080
Montana,$89337,821
California,$88135,2617
Florida,$41165,3865
Florida,$34707,843
Florida,$36276,1717
California,$64416,2851
Montana,$54353,860
California,$70740,915
Montana,$7738,2914
Montana,$78518,2498
California,$9770,1680
California,$23912,2171
Montana,$1987,1600
Illinois,$11545,1723
California,$71901,1465
California,$76257,1417
California,$1755,759
California,$42910,2248
Illinois,$2964,3925
Florida,$83792,1498
California,$26323,2152
Montana,$90097,2422
Florida,$49430,3867
Florida,$13806,836
Montana,$55013,893
California,$37735,1542
Florida,$66862,3424
California,$84505,3132
California,$23010,865
California,$73230,3813
California,$33539,1399
Montana,$90246,2739
Montana,$68807,1149
Florida,$38309,2819
Florida,$8736,3029
Illinois,$58307,2698
Illinois,$5728,3167
Illinois,$91191,3743
Florida,$54131,3964
California,$49219,3592
Montana,$3960,2911
Montana,$38538,3147
Florida,$64038,3624
Montana,$66391,1569
Montana,$58710,3171
Montana,$51537,2933
Illinois,$42625,1466
Florida,$17434,1725
Florida,$60900,2126
Montana,$38451,2733
Florida,$41991,1028
Illinois,$1828,963
Illinois,$23676,937
Illinois,$25551,867
Florida,$44634,2280
Florida,$17664,1301
California,$73266,2449
Illinois,$81202,3532
Montana,$95442,3123
Florida,$57325,1331
Florida,$12826,3058
Florida,$32867,1649
Illinois,$34285,1916
Illinois,$73562,2481
California,$94312,2886
Montana,$85551,2479
Illinois,$88097,1229
Florida,$20503,1260
Florida,$66934,943
Florida,$8637,3834
Florida,$24432,1240
Illinois,$67766,2698
California,$12436,1389
Florida,$48527,2125
Montana,$88040,2222
California,$25290,970
Montana,$63426,1902
Florida,$85142,1354
Florida,$81374,1971
Montana,$97036,795
Illinois,$98070,1304
Florida,$53201,1464
California,$56372,1130
Illinois,$41234,976
California,$33191,1968
Montana,$97247,2466
Illinois,$37864,943
California,$33492,1945
California,$20837,824
Illinois,$75043,3277
California,$96920,2769
California,$70910,3842
Montana,$19783,2697
Montana,$27311,2457
Illinois,$21216,3125
Illinois,$50956,2545
Montana,$96187,2240
Florida,$76540,2351
Illinois,$44872,3731
Florida,$12303,1800
Illinois,$79344,2909
Illinois,$1837,3831
Illinois,$22557,2466
California,$96990,2039
Florida,$49976,2223
Florida,$42092,1601
Illinois,$47685,3414
California,$68408,1275
Montana,$45789,1246
Montana,$65064,1361
Illinois,$7531,2025
California,$9297,1618
Illinois,$73457,976
Florida,$20052,2156
Illinois,$77375,2737
Illinois,$10082,884
Montana,$37511,812
Montana,$90184,2686
Florida,$24722,3851
California,$18558,2998
Illinois,$69047,3284
Illinois,$79633,1725
Montana,$40068,2442
Montana,$88271,1506
Florida,$47855,3217
Montana,$31776,1176
Illinois,$79373,1852
Florida,$82275,1515
Montana,$95682,2721
Florida,$6575,2346
Illinois,$91346,904
Illinois,$13371,1692
Florida,$2562,2164
Montana,$73686,2904
California,$73676,3474
Florida,$37760,1218
Illinois,$49006,2527
Montana,$61977,2770
Illinois,$48393,3749
California,$3107,3011
Florida,$2258,3044
Illinois,$51875,1141
California,$65621,3990
California,$67969,2208
Montana,$9802,3982
Montana,$72260,2499
California,$52496,2890
Florida,$77897,3454
Illinois,$77467,2553
Montana,$35193,3225
Montana,$54728,3733
Montana,$43462,3867
Montana,$90289,3161
Illinois,$95602,1386
Florida,$42309,2512
Florida,$37956,2717
California,$36234,2129
Montana,$33533,3206
Montana,$21775,2398
Illinois,$66517,3360
Florida,$33586,2487
Illinois,$31394,1331
Illinois,$77391,2700
Montana,$33537,2535
Illinois,$64958,1886
California,$41358,3569
Illinois,$98270,1843
Florida,$14121,2307
Florida,$9786,2485
Florida,$13940,3851
California,$91902,3670
California,$63770,3821
Montana,$66970,1334
Montana,$79805,984
Illinois,$67812,2729
California,$32289,3428
Montana,$19732,940
Montana,$23620,2087
Florida,$32735,1948
Montana,$74249,1863
Montana,$68451,2682
Florida,$19401,3533
California,$26815,2835
Florida,$99852,2725
California,$85903,1118
Florida,$26901,1429
California,$57543,3598
Montana,$96797,2899
Florida,$15572,3466
California,$25809,2530
California,$78137,2231
California,$62590,770
California,$12448,2225
Montana,$88509,2697
Illinois,$6927,3046
Florida,$93776,3507
Illinois,$99429,1913
Illinois,$75794,1892
Florida,$51034,2841
Illinois,$93764,3143
Montana,$82231,1418
California,$55243,1158
California,$63956,3357
Florida,$95000,2243
Florida,$40414,1885
Florida,$7585,2173
California,$52728,1396
Florida,$78185,3322
Illinois,$64650,1539
Montana,$53188,3272
California,$52839,3939
Florida,$36501,818
California,$41614,3800
Illinois,$49330,3013
California,$58662,2049
Montana,$2446,1007
Illinois,$99733,2730
Montana,$59073,1692
Illinois,$85599,1152
Illinois,$55264,1356
Illinois,$22307,2840
Illinois,$73193,2929
California,$17802,3968
Illinois,$32362,3160
Montana,$46496,2050
California,$79134,1113
California,$22891,931
California,$89484,3292
Florida,$66135,2572
Montana,$16578,1087
Florida,$16775,837
Florida,$74508,3493
Montana,$14303,2273
California,$12068,1166
Montana,$56590,2516
Montana,$73659,951
Montana,$77834,1836
Montana,$84580,3202
California,$7701,2987
Florida,$26766,1857
Illinois,$36647,1723
Illinois,$99801,1970
Montana,$32338,2148
Florida,$43955,949
Illinois,$58533,1896
Illinois,$96081,2733
Florida,$28766,2459
California,$29908,2661
Illinois,$91061,1146
Florida,$62986,3746
Florida,$77206,985
Montana,$25344,2455
Florida,$20853,2397
Montana,$58539,2810
Illinois,$45124,3163
Illinois,$99337,1770
California,$2723,2632
California,$27550,3658
Montana,$33290,2610
Florida,$37327,2727
California,$73433,2756
California,$76932,2022
Montana,$33538,1094
California,$85036,1032
Florida,$75137,1938
Florida,$17220,981
California,$85847,3274
Illinois,$54015,2967
Montana,$81254,3573
Montana,$3109,3231
Illinois,$47577,2899
California,$76029,1735
Montana,$58613,899
California,$30525,1444
Florida,$72854,2820
Florida,$36064,2525
Montana,$55049,3482
California,$35326,3385
California,$13351,3166
Montana,$25492,1196
California,$88708,895
Illinois,$25584,960
California,$45870,2058
Montana,$59836,1481
Illinois,$1904,1804
California,$60487,2969
California,$69409,2385
Montana,$73615,2514
California,$69496,3650
Montana,$20818,1158
California,$28613,1115
Illinois,$28271,1935
Montana,$50332,2094
Florida,$57447,3695
California,$14109,3708
Florida,$30715,3298
Florida,$25061,2794
California,$15398,891
Florida,$69784,2645
California,$9823,2452
Illinois,$3139,1447
Montana,$88721,860
Illinois,$12828,2514
Florida,$90234,3337
California,$83452,3193
Montana,$47003,1368
Illinois,$93710,3581
Montana,$44843,1001
Montana,$35053,2018
Florida,$35399,777
Montana,$14457,3364
California,$4627,2349
Montana,$33390,2614
Florida,$27500,1263
Florida,$22326,3325
Montana,$87164,2930
California,$29891,2632
Illinois,$7383,3885
Montana,$87595,3698
Florida,$16490,2019
Illinois,$70134,2260
Florida,$74909,1833
Florida,$31927,2971
Illinois,$53926,1034
California,$74593,3180
Illinois,$95962,1748
California,$2661,2803
California,$39166,1638
Florida,$34034,2895
California,$56173,811
Illinois,$72232,1306
Montana,$25152,1983
Montana,$59403,1831
Montana,$15373,1226
Illinois,$49984,1433
Florida,$64063,1228
Montana,$38564,3401
California,$59413,2003
California,$39113,2895
Florida,$78071,1979
California,$70416,3958
Montana,$92769,2069
Montana,$75431,2968
Florida,$17303,1425
Florida,$96890,2292
Illinois,$87862,1082
Montana,$57972,2073
Florida,$51162,2372
Illinois,$16669,3584
Illinois,$86552,3936
California,$44374,2159
Illinois,$8652,2983
California,$54283,1505
California,$62707,2128
Illinois,$33622,812
California,$40539,805
Illinois,$42600,3658
Montana,$89968,3433
California,$98990,2160
Montana,$17553,3089
Montana,$10465,3619
Illinois,$44863,1440
Florida,$4309,2402
California,$37980,905
California,$64523,1320
California,$67075,2712
Montana,$62003,3979
Montana,$67470,2620
Montana,$20564,3969
Florida,$88520,1551
California,$77056,1498
California,$72713,2407
Montana,$27409,1028
California,$71957,3910
Montana,$85711,3835
Illinois,$64091,3730
Florida,$22850,3758
Florida,$79599,1442
Illinois,$83092,1563
Montana,$95715,2464
California,$33678,3088
Florida,$62025,2541
Montana,$20849,1739
California,$45844,785
Montana,$93684,3670
California,$45746,3874
Florida,$95307,2694
Montana,$76366,2349
Florida,$9171,2527
Montana,$1575,3797
California,$93014,2770
California,$24998,1640
Illinois,$46139,3158
Florida,$34843,1218
Montana,$72390,3419
Florida,$66054,1146
California,$52218,795
California,$81533,1443
Illinois,$84075,3920
Florida,$14150,3608
Illinois,$99319,3049
Florida,$93054,3016
Florida,$62893,1635
Florida,$71749,3535
Illinois,$37888,2347
Montana,$80877,2065
Montana,$58681,3883
Florida,$42612,3001
Illinois,$93840,3355
California,$11463,3708
California,$21232,2976
Montana,$51205,2419
Florida,$32314,2316
Illinois,$32610,3684
Florida,$50945,3012
Florida,$54101,761
Florida,$45407,3429
Illinois,$52434,2556
California,$89150,2404
California,$77668,1505
Illinois,$12806,3806
California,$97577,3396
California,$18864,3981
Montana,$61369,3366
Illinois,$31532,2989
California,$90761,1647
Montana,$40069,3914
Illinois,$21687,1588
Florida,$27696,2816
California,$2545,2631
Illinois,$85330,898
Montana,$69180,1259
Illinois,$32854,3469
Illinois,$55760,1702
Montana,$69899,1887
California,$19279,1330
Florida,$68371,2479
Illinois,$90065,2774
Illinois,$39365,2028
Florida,$80362,2304
Florida,$90134,2049
Illinois,$33880,2050
Illinois,$11687,2146
Montana,$28487,3955
Montana,$74533,1555
Montana,$6451,1117
Montana,$59292,1812
Florida,$60694,3503
Illinois,$58260,2652
Montana,$46924,3021
Illinois,$64541,1261
California,$58950,3886
Florida,$95463,2271
Montana,$11032,3378
Florida,$27152,3567
Florida,$7841,3009
Illinois,$82985,2469
Florida,$39701,3824
Illinois,$64230,1892
Montana,$45275,3944
Florida,$42165,3167
Illinois,$4377,2437
Florida,$88810,1617
Florida,$51687,2055
Florida,$50732,3790
California,$48070,823
Florida,$74422,2870
Illinois,$87337,2142
Montana,$55317,1908
California,$58444,1101
Montana,$3226,1691
Montana,$97540,798
California,$32298,3219
Montana,$24527,1539
Montana,$46016,1210
Illinois,$1635,1430
Montana,$23254,871
Illinois,$95421,1295
Florida,$8573,1298
California,$36758,2364
Montana,$13071,2601
California,$87442,3976
Montana,$64694,2398
Illinois,$37233,3084
Illinois,$16800,2378
Florida,$38686,3684
Montana,$79260,3928
Montana,$34062,3457
California,$64091,3155
Florida,$47633,1234
Illinois,$78489,1333
Illinois,$75827,3932
California,$82984,3394
California,$93557,753
California,$56344,1722
Florida,$41658,841
California,$45829,991
Florida,$57052,1781
Montana,$5397,2107
Florida,$78067,888
California,$61862,3242
Florida,$52346,3410
Illinois,$1694,1624
California,$53055,1063
Florida,$52912,1260
Illinois,$81020,2528
Montana,$90573,3904
Florida,$49704,1042
California,$72972,756
Florida,$17191,2951
California,$79394,2910
Montana,$34625,1785
California,$4440,757
Illinois,$65793,3144
California,$37622,791
Florida,$81274,818
Illinois,$69469,1049
Montana,$57064,2411
Montana,$38914,1134
California,$90830,1339
Montana,$56409,2574
California,$98822,1588
California,$79281,1543
California,$66506,3146
Illinois,$30547,3901
California,$16326,3434
Illinois,$94785,3558
Montana,$24305,3444
Florida,$1540,2708
California,$14502,786
Illinois,$41070,1310
Florida,$29140,1106
Florida,$54575,3451
Florida,$44423,3135
Montana,$95440,2777
Florida,$49729,2236
California,$29998,1096
Montana,$56962,3702
Illinois,$15777,2767
California,$90013,1613
Montana,$69788,2452
Florida,$28248,3423
Montana,$87919,3279
Illinois,$15943,3597
Montana,$87319,1447
Florida,$26101,1857
Montana,$40338,2302
Florida,$59542,3207
Montana,$63994,2181
Illinois,$53971,2704
Montana,$33461,3782
Florida,$28087,1761
Florida,$94499,1471
Florida,$26423,1544
Montana,$58719,1525
Florida,$10444,2891
Illinois,$1939,799
Illinois,$90528,983
Montana,$98771,1962
Florida,$57525,1674
California,$37101,3228
Florida,$84728,2076
Illinois,$70443,3199
Montana,$86580,2702
California,$84473,1464
Illinois,$2400,1187
Florida,$73466,3600
Illinois,$55828,1914
California,$10217,3771
Illinois,$65926,2083
Montana,$47568,910
Illinois,$96880,1185
Illinois,$8262,3389
Illinois,$12016,1157
California,$70185,2550
Montana,$16057,3375
Florida,$24113,3680
Florida,$63934,1580
Illinois,$37665,3107
Montana,$70297,1433
Montana,$94270,3612
Florida,$95798,3757
Montana,$26133,2214
Florida,$62343,2207
Montana,$48504,1513
California,$24797,3564
Montana,$75832,3981
Montana,$95072,1013
California,$87471,1768
Florida,$93711,2135
Montana,$20283,2293
Florida,$1732,2158
Illinois,$16682,2847
California,$73490,903
Montana,$34467,1974
Illinois,$37177,2025
Illinois,$8121,3573
California,$14936,3266
California,$68324,1848
Montana,$51320,3377
Illinois,$87416,1421
California,$84898,1404
Illinois,$56571,2921
Florida,$4881,3277
Illinois,$69494,1084
Montana,$82227,2269
Illinois,$86941,2686
Florida,$3631,3688
Montana,$73771,3629
Florida,$26265,2179
Illinois,$90469,1599
California,$3604,3939
California,$35996,3548
Illinois,$51081,1502
California,$83478,1940
California,$56112,832
Illinois,$71923,1906
Florida,$62228,3870
California,$92548,993
Florida,$4801,1730
California,$8510,3162
Montana,$75586,919
Montana,$82134,2659
Montana,$91639,773
California,$3645,1109
Florida,$37335,3484
California,$41594,3434
California,$7032,3709
Montana,$41222,2934
Florida,$15941,2003
Illinois,$69239,3481
Montana,$2901,3138
Florida,$90591,2980
California,$83006,2942
Illinois,$64104,1397
Montana,$34387,2856
California,$82283,3948
Florida,$44517,3511
Florida,$36700,1603
Illinois,$4513,3352
Illinois,$89868,1519
Florida,$21803,3844
California,$44750,1959
California,$20057,1819
Illinois,$32928,2965
Illinois,$49283,1510
California,$33524,1334
Montana,$92129,2016
Florida,$35307,1437
Montana,$41422,2723
California,$43504,2883
Illinois,$37449,3387
Montana,$93746,2361
Florida,$81682,1255
Illinois,$64161,3495
California,$97598,3899
California,$71843,3625
Montana,$63651,1645
Florida,$84540,2888
Florida,$7389,3069
Illinois,$29788,2270
Montana,$19469,2907
California,$8292,2733
Montana,$5380,2564
California,$72895,3132
Florida,$92426,1019
California,$30489,912
Florida,$76541,980
Illinois,$43025,1575
Montana,$1615,2248
Illinois,$14830,1513
Illinois,$88690,3118
Montana,$45783,3818
Montana,$30968,2976
Illinois,$52502,3746
Montana,$18970,2648
California,$93093,2829
Illinois,$51119,1666
Illinois,$14941,2793
Illinois,$42259,1876
Montana,$56010,2829
Florida,$61632,3713
Illinois,$88343,2314
Illinois,$32708,2845
California,$95014,3837
California,$62006,1556
Illinois,$81109,1856
Montana,$94616,2820
California,$44865,2057
Illinois,$52375,3195
Florida,$85451,1696
Illinois,$32919,3076
Illinois,$67611,1403
Montana,$42583,3126
Montana,$49259,1383
Illinois,$59422,3196
Illinois,$29260,2818
Montana,$86445,3106
Montana,$50125,1941
Florida,$16239,1864
California,$54305,2004
California,$42486,840
Montana,$11272,967
Illinois,$25802,2343
Montana,$46766,2814
Florida,$47491,2983
Montana,$29556,3723
Florida,$39167,2105
Montana,$3408,1908
Florida,$34551,1178
Illinois,$91919,2241
Montana,$50957,2674
California,$70629,1787
Montana,$56615,3248
Florida,$5587,2103
Florida,$16286,824
Illinois,$98929,1802
California,$98789,1202
Illinois,$18545,1201
Illinois,$52675,1841
Montana,$26014,1211
Illinois,$75854,760
California,$49468,932
Montana,$60379,2973
California,$68485,1545
Illinois,$8542,928
California,$19743,1061
Illinois,$42076,3698
California,$87168,2480
Montana,$74927,3159
California,$79426,2119
California,$87698,2978
Florida,$78744,2370
Montana,$10344,3544
Montana,$24443,3199
Florida,$51786,3989
Illinois,$99304,1208
Illinois,$48769,3979
Illinois,$29188,1482
Florida,$34857,3557
Illinois,$21070,1563
Montana,$86134,2885
California,$44368,3840
Illinois,$6269,2415
Florida,$19059,2335
California,$41937,1851
California,$81975,3691
Florida,$79867,3409
Montana,$81174,3103
California,$60277,3130
Montana,$54435,2643
Montana,$91994,2300
California,$83307,2469
California,$58121,3642
Florida,$43556,3307
California,$24046,2818
Montana,$76945,2507
California,$7968,1923
California,$56946,2003
Illinois,$49362,2766
Montana,$2428,2084
Florida,$38615,3203
Florida,$44663,2283
Montana,$42534,1456
Illinois,$57896,2332
Florida,$40463,3355
Montana,$15468,2012
Montana,$50664,3313
Florida,$69620,1389
California,$13543,3120
Florida,$69365,3568
Montana,$46057,2943
Illinois,$25938,1264
California,$31148,1777
Montana,$97947,2346
Montana,$13489,1125
Florida,$32785,2179
Illinois,$61440,3837
California,$23611,1877
Illinois,$6385,1948
Florida,$23850,3300
Florida,$32629,2653
Florida,$10215,1774
California,$16085,933
Florida,$11605,893
California,$89221,2472
Florida,$32074,957
Illinois,$27825,2426
Montana,$11165,1448
Florida,$18285,1517
California,$9126,3105
Montana,$42433,1172
Florida,$62325,1116
Illinois,$39299,1595
California,$67023,2202
Florida,$89537,2717
Florida,$38321,2622
Montana,$32699,1106
Illinois,$16018,3982
California,$63732,1729
Montana,$99286,3203
Illinois,$88193,3824
California,$1538,2299
Illinois,$36549,1608
California,$30897,3102
Montana,$1382,2476
California,$47579,859
Illinois,$98697,2585
Florida,$5310,3434
California,$68145,3993
Illinois,$56979,3196
Illinois,$36422,3308
Montana,$28522,1776
Florida,$20405,3820
Florida,$44427,2710
California,$77388,1045
Illinois,$53321,2215
Illinois,$62456,1325
Montana,$27225,3317
Montana,$33683,2690
Florida,$75233,2781
California,$99503,3558
Florida,$57918,2401
Florida,$89485,990
Montana,$49991,2394
California,$25560,1665
California,$35775,3013
Montana,$98591,1381
Florida,$61425,3515
California,$95419,3634
Florida,$75965,3779
Montana,$16944,3756
California,$88070,3374
Montana,$50064,1159
Illinois,$1770,2303
Florida,$69739,3462
Montana,$54224,3118
Florida,$9141,3561
Florida,$95677,3430
Florida,$4336,3254
California,$22573,3365
Montana,$20198,2668
Florida,$87739,3739
California,$76702,3637
Illinois,$51252,3305
Florida,$67624,3407
California,$76625,1547
Florida,$90486,1921
Illinois,$52452,1304
Montana,$88756,2329
Illinois,$81378,1548
California,$33535,3900
Montana,$60085,1488
Montana,$31238,3443
Montana,$13344,2947
California,$54936,3874
California,$40195,1975
Illinois,$52829,3884
California,$14841,1342
Montana,$88828,2376
Florida,$75041,1685
Florida,$2378,1496
California,$60056,1816
Illinois,$28514,2716
Florida,$93110,2132
California,$45133,753
California,$14902,3775
Montana,$3785,1387
California,$98225,3084
Florida,$8836,2617
Montana,$93464,2196
Montana,$99464,3218
Illinois,$30870,3448
Florida,$57596,2454
Illinois,$8648,1929
Montana,$75422,1293
Montana,$23316,3765
Florida,$37170,1304
Montana,$77020,3617
California,$30273,3057
Illinois,$71882,2405
Montana,$30363,1304
Florida,$99383,3043
California,$25042,3161
Florida,$66742,2296
Florida,$72056,2433
Montana,$15960,1690
Florida,$20949,2293
Florida,$59038,1286
Florida,$20897,1346
Montana,$37564,2024
Florida,$76544,1895
Illinois,$2734,1729
Illinois,$42364,3933
California,$48982,1930
Florida,$2167,2431
Illinois,$84238,3431
Florida,$67611,1270
California,$74139,2238
Illinois,$33724,921
California,$18599,2887
Montana,$95208,1010
Montana,$32825,3000
Florida,$19797,2777
California,$89563,1216
California,$79916,925
Florida,$8084,3153
Florida,$1662,1903
Florida,$73758,2093
Florida,$45542,1730
Illinois,$63371,844
Montana,$93988,1156
Florida,$42123,3110
Florida,$43352,2296
Illinois,$14469,1268
Illinois,$54571,1049
California,$22486,3354
Illinois,$43481,2812
California,$24106,3788
Montana,$82456,3156
Montana,$47957,1052
Illinois,$99828,1912
Illinois,$2259,2349
California,$73990,1939
Florida,$8184,2839
Illinois,$80424,1404
Florida,$57402,3784
California,$54165,2423
Montana,$69513,2267
Florida,$63312,3720
Florida,$7123,2564
Illinois,$88548,2268
Illinois,$87368,3064
Florida,$62923,3904
Montana,$46322,808
Montana,$91685,3865
Montana,$73471,3558
Montana,$17747,3773
Florida,$21711,2422
California,$49042,1122
Illinois,$22837,901
Florida,$79270,2694
Florida,$62854,3957
California,$27489,2215
Montana,$78425,2491
California,$96667,2414
California,$61098,3311
California,$30795,3884
Montana,$22459,1557
Florida,$45316,2790
California,$35080,3197
Illinois,$70278,3961
Florida,$47207,1728
Florida,$55620,1526
Montana,$60645,961
Montana,$38445,3777
Montana,$41407,3046
Montana,$33182,1993
Illinois,$74475,1986
Illinois,$95540,2890
Illinois,$17572,2605
Florida,$6349,3891
Montana,$57263,858
California,$48576,3448
Montana,$80115,2254
California,$30181,3272
Illinois,$27392,2264
California,$74173,2470
Illinois,$33184,1527
Florida,$33979,1985
California,$67714,3739
Florida,$53878,2459
Illinois,$71180,1632
California,$70584,2831
California,$40351,1184
Illinois,$24361,1794
Montana,$26575,1123
Florida,$25260,3004
Florida,$39228,3712
California,$39133,2717
Florida,$19382,1847
California,$16147,1212
California,$15757,1418
Montana,$82561,1722
Florida,$56144,1147
Illinois,$82446,3628
Florida,$11346,2102
Illinois,$42487,2404
Montana,$30892,3333
Montana,$53706,1003
Montana,$31346,2570
Florida,$65745,782
Florida,$85821,1488
Montana,$16442,1599
Montana,$1195,3431
Montana,$56104,1780
Florida,$25617,2162
Montana,$3891,3677
California,$23415,957
Montana,$64529,2397
California,$6413,2355
Florida,$43727,1710
Montana,$68041,3100
California,$62554,2248
California,$59318,2226
Montana,$77483,1375
California,$50036,926
Illinois,$79212,1795
Florida,$35666,3598
California,$59447,1242
California,$68235,3776
California,$28489,3722
Illinois,$71973,2184
Illinois,$87551,1120
Florida,$3286,3037
Florida,$78553,1315
Montana,$31400,2546
Illinois,$61504,3811
Montana,$53445,3216
Florida,$93971,953
Illinois,$14156,1528
Florida,$49398,798
Illinois,$19050,929
Florida,$71580,3951
Florida,$38700,763
Florida,$93101,2197
Montana,$17451,2277
Montana,$35455,1305
Montana,$84952,3181
Illinois,$41206,2375
Florida,$5466,3949
Montana,$77545,3073
Montana,$39260,3100
California,$10071,2123
Florida,$19848,3461
California,$83945,2878
California,$23369,1544
Montana,$59614,3657
California,$28262,1513
California,$28228,3402
Illinois,$98731,3781
California,$33386,763
California,$16622,3103
California,$17186,1781
California,$24836,2445
Illinois,$23648,1515
Florida,$13061,863
Montana,$75069,2755
Montana,$97592,1109
California,$26157,3318
California,$26218,1252
California,$54355,1752
Illinois,$96376,1743
California,$39682,961
Florida,$24628,948
California,$83378,2905
California,$23028,1505
Florida,$85959,2566
Florida,$57299,1553
California,$25528,1907
Florida,$28463,3131
California,$63498,819
Montana,$61796,1690
Illinois,$90203,762
Montana,$69012,2384
California,$90180,1988
Florida,$93096,819
Florida,$23237,3458
California,$64282,2166
California,$31514,2974
California,$4558,2652
California,$20122,2523
California,$86067,3624
Montana,$2773,1556
Florida,$63570,1440
Montana,$62509,1322
Montana,$52603,1161
Florida,$33046,3180
Florida,$32515,2790
Montana,$48769,3164
Montana,$33298,1323
California,$80690,2875
California,$82703,808
Montana,$40090,2414
Montana,$26951,1071
California,$76821,2548
Illinois,$4639,1617
Montana,$46314,3314
Montana,$6728,2205
California,$98056,1493
Montana,$2862,2441
Florida,$12444,2643
California,$19443,821
Illinois,$2049,879
Illinois,$10541,1764
Illinois,$39330,3231
Montana,$10766,3770
Illinois,$35026,2540
Montana,$64079,2700
Illinois,$79102,884
Florida,$55278,3120
Montana,$44054,977
Florida,$77076,860
Florida,$67172,760
